Company,Industry,City,Investors,Round,Amount,Year,State,Employee Size,Funded_Year,Amount_in_crores
ZipLoan,Consumer Internet,New Delhi,Arun Venkatachalam,Seed Funding,0.75,2016,Delhi,251-500,2016,"₹ 75,00,000.00"
Healthbuds,Consumer Internet,Kolkata,Arun Patodia,Seed Funding,0.75,2017,West Bengal,101-250,2017,"₹ 75,00,000.00"
GlamStudios,Consumer Internet,Noida,Aqeel Ahmed,Seed Funding,0.75,2016,Uttar Pradesh,51-100,2016,"₹ 75,00,000.00"
ChqBook,FinTech,Gurugram,Apurva Chamaria,Seed Funding,0.75,2017,Haryana,101-250,2017,"₹ 75,00,000.00"
WittyFeed,Technology,Indore,Apurva Chamaria,Seed Funding,0.75,2017,Madhya Pradesh,101-250,2017,"₹ 75,00,000.00"
Vyomo,Personal Care,Bengaluru,Aprameya Radhakrishna,Seed Funding,0.75,2015,Karnataka,11-50,2015,"₹ 75,00,000.00"
Shopkirana,E-Commerce,Indore,Anil Gelra,Seed Funding,0.75,2016,Madhya Pradesh,501-1000,2016,"₹ 75,00,000.00"
Buttercups,E-Commerce,Bengaluru,Angie Mahtaney,Seed Funding,0.75,2015,Karnataka,11-50,2015,"₹ 75,00,000.00"
Innovaccer,Technology,Noida,Aneesh Reddy,Seed Funding,0.75,2015,Uttar Pradesh,1001-5000,2015,"₹ 75,00,000.00"
ChqBook,FinTech,Gurugram,Amit Manocha,Seed Funding,0.75,2017,Haryana,101-250,2017,"₹ 75,00,000.00"
BYJU'S,EdTech,Bengaluru,Amit Khanna,Seed Funding,0.75,2016,Karnataka,10000+,2016,"₹ 75,00,000.00"
The Man Company,Personal Care,New Delhi,Amanpreet Bajaj,Seed Funding,0.75,2015,Delhi,101-250,2015,"₹ 75,00,000.00"
Kratikal,Technology,Noida,Amajit Gupta,Seed Funding,0.75,2017,Uttar Pradesh,101-250,2017,"₹ 75,00,000.00"
Cuelearn,EdTech,New Delhi,Alok Mittal,Seed Funding,0.75,2015,Delhi,251-500,2015,"₹ 75,00,000.00"
Leverage Edu,EdTech,New Delhi,Alok Mittal,Seed Funding,0.75,2017,Delhi,1001-5000,2017,"₹ 75,00,000.00"
LifCare,Consumer Internet,Jaipur,Alok Mittal,Seed Funding,0.75,2016,Rajasthan,11-50,2016,"₹ 75,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Alex Chua,Seed Funding,0.75,2016,Karnataka,101-250,2016,"₹ 75,00,000.00"
WittyFeed,Technology,Indore,Ajeet Khurana,Seed Funding,0.75,2017,Madhya Pradesh,101-250,2017,"₹ 75,00,000.00"
Blue Box Media,Consumer Internet,Jaipur,Ajay Data,Seed Funding,0.75,2016,Rajasthan,101-250,2016,"₹ 75,00,000.00"
iDreamCareer,EdTech,New Delhi,Ah! Ventures,Seed Funding,0.75,2015,Delhi,51-100,2015,"₹ 75,00,000.00"
Truelancer,Careers,New Delhi,Aditya Dev Sood,Seed Funding,0.75,2015,Delhi,11-50,2015,"₹ 75,00,000.00"
DarwinBox,Technology,Hyderabad,Aaruha Technology Fund,Seed Funding,0.75,2016,Telangana,1001-5000,2016,"₹ 75,00,000.00"
Wishup,Careers,Azadpur,500 Startups,Seed Funding,0.75,2016,Delhi,251-500,2016,"₹ 75,00,000.00"
DarwinBox,Technology,Hyderabad,3One4 Capital Advisors,Seed Funding,0.75,2016,Telangana,1001-5000,2016,"₹ 75,00,000.00"
Zoomcar,Transportation,Bengaluru,Empire Angels,Undisclosed,0.75,2019,Karnataka,501-1000,2019,"₹ 75,00,000.00"
Zimyo,HR Tech,Gurugram,Yatra Angel Network,Undisclosed,0.75,2020,Haryana,101-250,2020,"₹ 75,00,000.00"
Shadowfax,Services,Gurugram,World Bank-Backed Ifc,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Awign Enterprises,Services,Bengaluru,Work10M,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Medlife,Healthcare,Bengaluru,Wilson Global Opportunities Fund,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Smallcase,FinTech,Bengaluru,Weh Ventures,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Aagey,EdTech,Bengaluru,Vinay Jain,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Licious,E-Commerce,Bengaluru,Vertex Growth Fund,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Altor,FinTech,Kolkata,Venture Catalysts,Undisclosed,0.75,2020,West Bengal,101-250,2020,"₹ 75,00,000.00"
Awign Enterprises,Services,Bengaluru,Unitus Ventures,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Asteria Aerospace,Aerospace,Bengaluru,Undisclosed Investments,Undisclosed,0.75,2019,Karnataka,51-100,2019,"₹ 75,00,000.00"
WE-Hub,Finance,Hyderabad,Undisclosed Investments,Undisclosed,0.75,2020,Telangana,11-50,2020,"₹ 75,00,000.00"
BlackBuck,Logistics,Bengaluru,Trifecta Venture,Undisclosed,0.75,2020,Karnataka,1001-5000,2020,"₹ 75,00,000.00"
Box8,Delivery,Mumbai,Trifecta Capital Advisors,Undisclosed,0.75,2019,Maharashtra,1001-5000,2019,"₹ 75,00,000.00"
ZoloStays,Real Estate,Bengaluru,Trifecta Capital Advisors,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Credgenics,FinTech,New Delhi,Titan Capital,Undisclosed,0.75,2020,Delhi,501-1000,2020,"₹ 75,00,000.00"
Leap Club,Communication,Gurugram,Titan Capital,Undisclosed,0.75,2020,Haryana,101-250,2020,"₹ 75,00,000.00"
Unacademy,EdTech,Bengaluru,Tiger Global Management,Undisclosed,0.75,2020,Karnataka,251-500,2020,"₹ 75,00,000.00"
Infra.Market,IT,Thane,Tiger Global Management,Undisclosed,0.75,2019,Maharashtra,51-100,2019,"₹ 75,00,000.00"
Freshokartz,Food,Jaipur,Thinklab,Undisclosed,0.75,2019,Rajasthan,11-50,2019,"₹ 75,00,000.00"
BYJU'S,EdTech,Bengaluru,The CPP Investment Board,Undisclosed,0.75,2019,Karnataka,10000+,2019,"₹ 75,00,000.00"
Trell,Social Media,Bengaluru,Tej Kapoor,Undisclosed,0.75,2019,Karnataka,101-250,2019,"₹ 75,00,000.00"
Awign Enterprises,Services,Bengaluru,Susan Dell Foundation,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Aagey,EdTech,Bengaluru,Sunil Singhvi,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Vieroots,Healthcare,Kochi,Suniel Shetty,Undisclosed,0.75,2020,Kerala,101-250,2020,"₹ 75,00,000.00"
Rivigo,Logistics,Gurugram,Spring Canter Investment Ltd,Undisclosed,0.75,2019,Haryana,1001-5000,2019,"₹ 75,00,000.00"
BYJU'S,EdTech,Bengaluru,South Africas Naspers Ventures,Undisclosed,0.75,2019,Karnataka,10000+,2019,"₹ 75,00,000.00"
OYO,Hospitality,Gurugram,Softbank Group Corp,Undisclosed,0.75,2019,Haryana,10000+,2019,"₹ 75,00,000.00"
Bombay Shaving,Personal Care,Mumbai,Sixth Sense Ventures,Undisclosed,0.75,2019,Maharashtra,251-500,2019,"₹ 75,00,000.00"
Pariksha,EdTech,Pune,Sixth Sense Ventures,Undisclosed,0.75,2020,Maharashtra,51-100,2020,"₹ 75,00,000.00"
CueMath,EdTech,Bengaluru,Sequoia India,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Pristyn Care,Healthcare,Gurugram,Sequoia India,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Sequoia India,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
CarDekho,Automotive,Jaipur,Sequoia Capital,Undisclosed,0.75,2019,Rajasthan,501-1000,2019,"₹ 75,00,000.00"
GoMechanic,Automotive,Gurugram,Sequoia Capital,Undisclosed,0.75,2019,Haryana,251-500,2019,"₹ 75,00,000.00"
Cell Propulsion,Automotive,Bengaluru,Sangam Ventures,Undisclosed,0.75,2020,Karnataka,11-50,2020,"₹ 75,00,000.00"
Rivigo,Logistics,Gurugram,Saif Partners,Undisclosed,0.75,2019,Haryana,1001-5000,2019,"₹ 75,00,000.00"
HungerBox,Food,Bengaluru,Sabre Partners,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Moms Co,E-Commerce,Gurugram,Saama Capital,Undisclosed,0.75,2019,Haryana,51-100,2019,"₹ 75,00,000.00"
Pariksha,EdTech,Pune,Saahil Bhatia,Undisclosed,0.75,2020,Maharashtra,51-100,2020,"₹ 75,00,000.00"
Trell,Social Media,Bengaluru,Ruizheng Investment,Undisclosed,0.75,2019,Karnataka,101-250,2019,"₹ 75,00,000.00"
Rare Planet,E-Commerce,Kolkata,Riso Investments,Undisclosed,0.75,2020,West Bengal,51-100,2020,"₹ 75,00,000.00"
Kratikal,Technology,Noida,Rajeev Chitrabhanu,Undisclosed,0.75,2019,Uttar Pradesh,101-250,2019,"₹ 75,00,000.00"
Krimanshi Feeds,AgriTech,Jodhpur,Rajasthan Venture Capital Fund,Undisclosed,0.75,2020,Rajasthan,11-50,2020,"₹ 75,00,000.00"
Fisdom,EdTech,Bengaluru,Quona Capital Management,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Shadowfax,Services,Gurugram,Qualcomm Ventures,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Myelin Foundry,IT,Bengaluru,Pratithi,Undisclosed,0.75,2020,Karnataka,11-50,2020,"₹ 75,00,000.00"
CarDekho,Automotive,Jaipur,Ping An Global Voyager Fund,Undisclosed,0.75,2019,Rajasthan,501-1000,2019,"₹ 75,00,000.00"
HomeLane,Design,Bengaluru,Pidilite Group,Undisclosed,0.75,2019,Karnataka,501-1000,2019,"₹ 75,00,000.00"
Fisdom,EdTech,Bengaluru,Payu Finance India,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
HungerBox,Food,Bengaluru,Paytm,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
GoMechanic,Automotive,Gurugram,Pawan Munjal,Undisclosed,0.75,2020,Haryana,251-500,2020,"₹ 75,00,000.00"
Kaleidofin,Finance,Chennai,Oikocredit,Undisclosed,0.75,2019,Tamil Nadu,51-100,2019,"₹ 75,00,000.00"
Spinny,E-Commerce,Gurugram,Norwest Venture Partners,Undisclosed,0.75,2019,Haryana,251-500,2019,"₹ 75,00,000.00"
Shadowfax,Services,Gurugram,Ngp Capital,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Infra.Market,IT,Thane,Nexus Venture Partners,Undisclosed,0.75,2019,Maharashtra,51-100,2019,"₹ 75,00,000.00"
HungerBox,Food,Bengaluru,Neoplux.,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
OYO,Hospitality,Gurugram,Mypreferred Transformation,Undisclosed,0.75,2019,Haryana,10000+,2019,"₹ 75,00,000.00"
Aerostrovilos,Aerospace,Chennai,Mumbai Angels Network,Undisclosed,0.75,2020,Tamil Nadu,11-50,2020,"₹ 75,00,000.00"
BLive,Transportation,Panaji,Mumbai Angels Network,Undisclosed,0.75,2020,Goa,11-50,2020,"₹ 75,00,000.00"
Eggoz,Food,Indore,Mumbai Angels Network,Undisclosed,0.75,2020,Madhya Pradesh,101-250,2020,"₹ 75,00,000.00"
News Reach,Media,Ahmedabad,Mumbai Angels Network,Undisclosed,0.75,2020,Gujarat,11-50,2020,"₹ 75,00,000.00"
Shadowfax,Services,Gurugram,Mirae Asset Naver Fund,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Awign Enterprises,Services,Bengaluru,Michael,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Avail Finance,FinTech,Bengaluru,Matrix Partners,Undisclosed,0.75,2020,Karnataka,51-100,2020,"₹ 75,00,000.00"
Pine Labs,FinTech,Noida,Mastercard,Undisclosed,0.75,2020,Uttar Pradesh,1001-5000,2020,"₹ 75,00,000.00"
CueMath,EdTech,Bengaluru,Manta Ray Ventures Limited,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Khatabook,FinTech,Bengaluru,Mahendra Singh Dhoni,Undisclosed,0.75,2020,Karnataka,501-1000,2020,"₹ 75,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Lightspeed India Partners,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Rare Planet,E-Commerce,Kolkata,Lenskart,Undisclosed,0.75,2020,West Bengal,51-100,2020,"₹ 75,00,000.00"
Trell,Social Media,Bengaluru,Krinshavataram Venkata Vinjamuri,Undisclosed,0.75,2019,Karnataka,101-250,2019,"₹ 75,00,000.00"
Ola,Transportation,Bengaluru,Kia Motors,Undisclosed,0.75,2019,Karnataka,5001-10000,2019,"₹ 75,00,000.00"
Aagey,EdTech,Bengaluru,Ketan Kothari,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Jumbotail,E-Commerce,Bengaluru,Katrina Kaif,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Nykaa,Consumer Internet,Mumbai,Katrina Kaif,Undisclosed,0.75,2020,Maharashtra,1001-5000,2020,"₹ 75,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Kae Capital,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Aagey,EdTech,Bengaluru,Jito Angel Network,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
FreshtoHome,Food,Bengaluru,Investment Corporation Of Dubai,Undisclosed,0.75,2020,Karnataka,51-100,2020,"₹ 75,00,000.00"
Pariksha,EdTech,Pune,Insead Angels,Undisclosed,0.75,2020,Maharashtra,51-100,2020,"₹ 75,00,000.00"
FreshtoHome,Food,Bengaluru,India Quotient,Undisclosed,0.75,2020,Karnataka,51-100,2020,"₹ 75,00,000.00"
Pariksha,EdTech,Pune,IIT Kanpur Angels,Undisclosed,0.75,2020,Maharashtra,51-100,2020,"₹ 75,00,000.00"
PayMart,FinTech,Chandigarh,IIM Ahmedabads Incubator (Ciie.Co),Undisclosed,0.75,2020,Chandigarh,11-50,2020,"₹ 75,00,000.00"
PayMart,FinTech,Chandigarh,Igarh Angels Network,Undisclosed,0.75,2020,Chandigarh,11-50,2020,"₹ 75,00,000.00"
Ola,Transportation,Bengaluru,Hyundai,Undisclosed,0.75,2019,Karnataka,5001-10000,2019,"₹ 75,00,000.00"
Pristyn Care,Healthcare,Gurugram,Hummingbird Ventures,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
CarDekho,Automotive,Jaipur,Hillhouse Capital,Undisclosed,0.75,2019,Rajasthan,501-1000,2019,"₹ 75,00,000.00"
Trell,Social Media,Bengaluru,Harsh Shah,Undisclosed,0.75,2019,Karnataka,101-250,2019,"₹ 75,00,000.00"
Turtlemint,Personal Care,Mumbai,Gunosy Capital,Undisclosed,0.75,2020,Maharashtra,251-500,2020,"₹ 75,00,000.00"
Cell Propulsion,Automotive,Bengaluru,Growx Ventures,Undisclosed,0.75,2020,Karnataka,11-50,2020,"₹ 75,00,000.00"
Pristyn Care,Healthcare,Gurugram,Greenoaks Capital,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Greenoaks Capital,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
CueMath,EdTech,Bengaluru,Googles Capital G,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Zest Money,FinTech,Bengaluru,Goldman Sachs,Undisclosed,0.75,2019,Karnataka,501-1000,2019,"₹ 75,00,000.00"
Purplle,E-Commerce,Mumbai,Goldman Sachs,Undisclosed,0.75,2019,Maharashtra,101-250,2019,"₹ 75,00,000.00"
Ather Energy,EV,Bengaluru,Global Ascent Partners,Undisclosed,0.75,2020,Karnataka,1001-5000,2020,"₹ 75,00,000.00"
Aagey,EdTech,Bengaluru,Girish Jain,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Kratikal,Technology,Noida,Gilda Vc,Undisclosed,0.75,2019,Uttar Pradesh,101-250,2019,"₹ 75,00,000.00"
Spinny,E-Commerce,Gurugram,General Catalyst,Undisclosed,0.75,2019,Haryana,251-500,2019,"₹ 75,00,000.00"
Spinny,E-Commerce,Gurugram,Fundamentum,Undisclosed,0.75,2019,Haryana,251-500,2019,"₹ 75,00,000.00"
Shadowfax,Services,Gurugram,Flipkart,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
HomeLane,Design,Bengaluru,Fj Labs,Undisclosed,0.75,2019,Karnataka,501-1000,2019,"₹ 75,00,000.00"
Afinoz,FinTech,Noida,Fintech Innovation Lab,Undisclosed,0.75,2019,Uttar Pradesh,101-250,2019,"₹ 75,00,000.00"
HomeLane,Design,Bengaluru,Evolvence India Fund,Undisclosed,0.75,2019,Karnataka,501-1000,2019,"₹ 75,00,000.00"
Shadowfax,Services,Gurugram,Eight Roads Ventures,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Awign Enterprises,Services,Bengaluru,Eagle10,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Moms Co,E-Commerce,Gurugram,Dsg Consumer Partners,Undisclosed,0.75,2019,Haryana,51-100,2019,"₹ 75,00,000.00"
Unacademy,EdTech,Bengaluru,Dragoneer Investment Group,Undisclosed,0.75,2020,Karnataka,251-500,2020,"₹ 75,00,000.00"
PumpKart,Food,Chandigarh,Dinesh Dua,Undisclosed,0.75,2019,Chandigarh,11-50,2019,"₹ 75,00,000.00"
Infra.Market,IT,Thane,Dhruv Agarwala,Undisclosed,0.75,2019,Maharashtra,51-100,2019,"₹ 75,00,000.00"
Ecom Express,Logistics,Gurugram,CDC Group,Undisclosed,0.75,2019,Haryana,10000+,2019,"₹ 75,00,000.00"
BYJU'S,EdTech,Bengaluru,Bond,Undisclosed,0.75,2020,Karnataka,10000+,2020,"₹ 75,00,000.00"
Teachmint,EdTech,Bengaluru,Better Capital,Undisclosed,0.75,2020,Karnataka,51-100,2020,"₹ 75,00,000.00"
Smallcase,FinTech,Bengaluru,Beenext,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Turtlemint,Personal Care,Mumbai,Base Partners,Undisclosed,0.75,2020,Maharashtra,251-500,2020,"₹ 75,00,000.00"
OYO,Hospitality,Gurugram,Avendus Finance,Undisclosed,0.75,2019,Haryana,10000+,2019,"₹ 75,00,000.00"
HungerBox,Food,Bengaluru,Asian Vc Fund Nptk,Undisclosed,0.75,2019,Karnataka,251-500,2019,"₹ 75,00,000.00"
Kratikal,Technology,Noida,Art Venture,Undisclosed,0.75,2019,Uttar Pradesh,101-250,2019,"₹ 75,00,000.00"
Arzooo,E-Commerce,Bengaluru,AngelList,Undisclosed,0.75,2020,Karnataka,251-500,2020,"₹ 75,00,000.00"
Pristyn Care,Healthcare,Gurugram,AngelList,Undisclosed,0.75,2019,Haryana,501-1000,2019,"₹ 75,00,000.00"
Tea Trunk,Food,Goa,Angel Investors,Undisclosed,0.75,2020,Goa,11-50,2020,"₹ 75,00,000.00"
Stanza Living,Technology,New Delhi,Alteria Capital,Undisclosed,0.75,2019,Delhi,251-500,2019,"₹ 75,00,000.00"
Avail Finance,FinTech,Bengaluru,Alphawave,Undisclosed,0.75,2020,Karnataka,51-100,2020,"₹ 75,00,000.00"
Jumbotail,E-Commerce,Bengaluru,Alia Bhatt,Undisclosed,0.75,2020,Karnataka,101-250,2020,"₹ 75,00,000.00"
Nykaa,Consumer Internet,Mumbai,Alia Bhatt,Undisclosed,0.75,2020,Maharashtra,1001-5000,2020,"₹ 75,00,000.00"
Miko,EdTech,Mumbai,Advent Partners,Undisclosed,0.75,2020,Maharashtra,101-250,2020,"₹ 75,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Accel,Undisclosed,0.75,2019,Karnataka,1001-5000,2019,"₹ 75,00,000.00"
Infra.Market,IT,Thane,Accel,Undisclosed,0.75,2019,Maharashtra,51-100,2019,"₹ 75,00,000.00"
Spinny,E-Commerce,Gurugram,Accel,Undisclosed,0.75,2019,Haryana,251-500,2019,"₹ 75,00,000.00"
FreshtoHome,Food,Bengaluru,021 Capital,Undisclosed,0.75,2020,Karnataka,51-100,2020,"₹ 75,00,000.00"
ZingHR,Technology,Mumbai,Zeta,Private Equity,0.75,2017,Maharashtra,501-1000,2017,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Way Investment Ltd,Private Equity,0.75,2017,Delhi,251-500,2017,"₹ 75,00,000.00"
BYJU'S,EdTech,Bengaluru,Verlinvest,Private Equity,0.75,2017,Karnataka,10000+,2017,"₹ 75,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Venky Harinarayan,Private Equity,0.75,2015,Karnataka,501-1000,2015,"₹ 75,00,000.00"
BYJU'S,EdTech,Bengaluru,Undisclosed Investments,Private Equity,0.75,2018,Karnataka,10000+,2018,"₹ 75,00,000.00"
SBI Life,Finance,Mumbai,Undisclosed Investments,Private Equity,0.75,2018,Maharashtra,10000+,2018,"₹ 75,00,000.00"
RailYatri,Travel,Noida,Ujama,Private Equity,0.75,2015,Uttar Pradesh,101-250,2015,"₹ 75,00,000.00"
Lenskart,E-Commerce,Gurugram,Tr Capital,Private Equity,0.75,2018,Haryana,251-500,2018,"₹ 75,00,000.00"
Haptik,Technology,Mumbai,Times Internet Ltd,Private Equity,0.75,2016,Maharashtra,101-250,2016,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Thirtythree Investments,Private Equity,0.75,2016,Delhi,251-500,2016,"₹ 75,00,000.00"
ZipGo,Consumer Internet,Bengaluru,Team Builder Ventures,Private Equity,0.75,2017,Karnataka,251-500,2017,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Sumit Dayal,Private Equity,0.75,2016,Delhi,251-500,2016,"₹ 75,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Steadview Capital,Private Equity,0.75,2015,Karnataka,501-1000,2015,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Soumitra Sharma,Private Equity,0.75,2016,Delhi,251-500,2016,"₹ 75,00,000.00"
True Balance,Healthcare,Gurugram,Softbank Ventures Korea,Private Equity,0.75,2016,Haryana,51-100,2016,"₹ 75,00,000.00"
WebEngage,Technology,Mumbai,Social Capital,Private Equity,0.75,2018,Maharashtra,101-250,2018,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Silo Holdings,Private Equity,0.75,2017,Delhi,251-500,2017,"₹ 75,00,000.00"
Zoctr,Healthcare,Mumbai,Sidbi Venture Capital,Private Equity,0.75,2017,Maharashtra,11-50,2017,"₹ 75,00,000.00"
MamaEarth,E-Commerce,Gurugram,Shilpa Shetty Kundra,Private Equity,0.75,2018,Haryana,11-50,2018,"₹ 75,00,000.00"
Mad Street Den,Technology,Chennai,Sequoia India,Private Equity,0.75,2016,Tamil Nadu,251-500,2016,"₹ 75,00,000.00"
Fitnapp,Consumer Internet,Noida,Sd Group,Private Equity,0.75,2017,Uttar Pradesh,11-50,2017,"₹ 75,00,000.00"
Jugnoo,Transportation,Chandigarh,Saumya T,Private Equity,0.75,2016,Chandigarh,251-500,2016,"₹ 75,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Sashi Reddy,Private Equity,0.75,2015,Karnataka,101-250,2015,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Sandway Investment,Private Equity,0.75,2017,Delhi,251-500,2017,"₹ 75,00,000.00"
Xcode,Healthcare,Chennai,Roundglass Partners,Private Equity,0.75,2016,Tamil Nadu,251-500,2016,"₹ 75,00,000.00"
Josh Talks,EdTech,Gurugram,Rohit Chanana,Private Equity,0.75,2017,Haryana,101-250,2017,"₹ 75,00,000.00"
GIBSS,Consumer Goods,Mumbai,Responsability Investments,Private Equity,0.75,2015,Maharashtra,11-50,2015,"₹ 75,00,000.00"
InstantPay,Consumer Internet,New Delhi,Rb Investments,Private Equity,0.75,2016,Delhi,51-100,2016,"₹ 75,00,000.00"
CashKaro,FinTech,Gurugram,Ratan Tata,Private Equity,0.75,2016,Haryana,51-100,2016,"₹ 75,00,000.00"
FirstCry,E-Commerce,Pune,Ratan Tata,Private Equity,0.75,2016,Maharashtra,1001-5000,2016,"₹ 75,00,000.00"
Moglix,E-Commerce,Noida,Ratan Tata,Private Equity,0.75,2016,Uttar Pradesh,501-1000,2016,"₹ 75,00,000.00"
Ola,Transportation,Bengaluru,Ratan Tata,Private Equity,0.75,2015,Karnataka,5001-10000,2015,"₹ 75,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Rajaraman,Private Equity,0.75,2015,Karnataka,501-1000,2015,"₹ 75,00,000.00"
AdPushUp,Technology,New Delhi,Purvi Capital,Private Equity,0.75,2016,Delhi,101-250,2016,"₹ 75,00,000.00"
Lenskart,E-Commerce,Gurugram,Premji Invest,Private Equity,0.75,2016,Haryana,251-500,2016,"₹ 75,00,000.00"
HighRadius,FinTech,Hyderabad,Pnc,Private Equity,0.75,2018,Telangana,251-500,2018,"₹ 75,00,000.00"
91SpringBoard,Careers,New Delhi,Pearl Brook Holdings,Private Equity,0.75,2017,Delhi,251-500,2017,"₹ 75,00,000.00"
Abhibus,Travel,Hyderabad,Paytm,Private Equity,0.75,2015,Telangana,251-500,2015,"₹ 75,00,000.00"
Rapido,Transportation,Bengaluru,Pawan Munjal,Private Equity,0.75,2016,Karnataka,1001-5000,2016,"₹ 75,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Pallav Nadhani,Private Equity,0.75,2015,Karnataka,101-250,2015,"₹ 75,00,000.00"
ZipGo,Consumer Internet,Bengaluru,Orios Ventures Partners,Private Equity,0.75,2017,Karnataka,251-500,2017,"₹ 75,00,000.00"
PharmEasy,Healthcare,Mumbai,Orios Venture Partners,Private Equity,0.75,2018,Maharashtra,501-1000,2018,"₹ 75,00,000.00"
Gadgets 360,Transportation,New Delhi,One97 Communications,Private Equity,0.75,2015,Delhi,11-50,2015,"₹ 75,00,000.00"
Jugnoo,Transportation,Chandigarh,Pavestone Ventures,Private Equity,0.75,2016,Chandigarh,251-500,2016,"₹ 75,00,000.00"
ZipGo,Consumer Internet,Bengaluru,Omidyar Networks,Private Equity,0.75,2017,Karnataka,251-500,2017,"₹ 75,00,000.00"
RailYatri,Travel,Noida,Omidyar Networks,Private Equity,0.75,2018,Uttar Pradesh,101-250,2018,"₹ 75,00,000.00"
Scripbox,FinTech,Bengaluru,Omidyar Networks,Private Equity,0.75,2016,Karnataka,101-250,2016,"₹ 75,00,000.00"
RailYatri,Travel,Noida,Omidyar Networks,Private Equity,0.75,2015,Uttar Pradesh,101-250,2015,"₹ 75,00,000.00"
Turtlemint,Consumer Internet,Mumbai,Nexus Venture Partners,Private Equity,0.75,2016,Maharashtra,251-500,2016,"₹ 75,00,000.00"
